case_key,case_id,case_name,guide_id,guide_title,snapshots_count,first_seen_snapshot_timestamp,last_seen_snapshot_timestamp,citation_variants_count
apps:69458/01,69458/01,Gasiņš v. Latvia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:28221/08,28221/08,Gatt v. Malta,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:25389/05,25389/05,Gebremedhin [Gaberamadhien] v. France,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:16085/02,16085/02,Georgieva v. Bulgaria,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:44719/10,44719/10,Gilanov v. the Republic of Moldova,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:4158/05,4158/05,Gillan and Quinton v. the United Kingdom,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:37048/04,37048/04,Giorgi Nikolaishvili v. Georgia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:giulia manzoni v italy::1997,,Giulia Manzoni v. Italy,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:7345/12,7345/12,Glien v. Germany,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:58444/15,58444/15,Grubnyk v. Ukraine,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:34529/10,34529/10,Gutsanovi v. Bulgaria,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:guzzardi v italy::1980,,Guzzardi v. Italy,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:28904/02,28904/02,Górski v. Poland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:8307/11,8307/11,Göthlin v. Sweden,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:70337/01,70337/01,Güveç v. Turkey,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:45508/99,45508/99,H.L. v. the United Kingdom,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:39187/98,39187/98,H.M. v. Switzerland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:17167/11,17167/11,H.W. v. Germany,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:2192/03,2192/03,Harkmann v. Estonia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:29750/09,29750/09,Hassan v. the United Kingdom [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:40905/98,40905/98,Hilda Hafsteinsdóttir v. Iceland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:27267/95,27267/95,Hood v. the United Kingdom [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:22945/07,22945/07,Houtman and Meeus v. Belgium,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:60859/00,60859/00,Hristova v. Bulgaria,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:huber v switzerland::1990,,Huber v. Switzerland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:50272/99,50272/99,Hutchison Reid v. the United Kingdom,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:i a v france::1998,,I.A. v. France,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:44082/98,44082/98,I.I. v. Bulgaria,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:60202/15,60202/15,I.S. v. Switzerland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:63571/16,63571/16,Ibrahimov and Mammadov v. Azerbaijan,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:28189/04|28192/04,28189/04|28192/04,Ichin and Others v. Ukraine,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:5826/03,5826/03,Idalov v. Russia [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:48787/99,48787/99,Ilaşcu and Others v. Moldova and Russia [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:15172/13,15172/13,Ilgar Mammadov v. Azerbaijan,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:47287/15,47287/15,Ilias and Ahmed v. Hungary [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:33977/96,33977/96,Ilijkov v. Bulgaria,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:65755/01,65755/01,Iliya Stefanov v. Bulgaria,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:10211/12|27505/14,10211/12|27505/14,Ilnseher v. Germany [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:ireland v the united kingdom::1978,,Ireland v. the United Kingdom,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:5297/16,5297/16,Ishkhanyan v. Armenia,22935893a6e6,Article 5,1,20251128111224,20251128111224,1
apps:17185/05,17185/05,Iskandarov v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:71545/11,71545/11,Ivan Todorov v. Bulgaria,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:17019/02|30070/02,17019/02|30070/02,"İpek and Others v. Turkey,",22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:1766/23,1766/23,J.B. and Others v. Malta,22935893a6e6,Article 5,1,20251128111224,20251128111224,1
apps:37289/12,37289/12,J.N. v. the United Kingdom,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:22696/16,22696/16,J.R. and Others v. Greece,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:33492/96,33492/96,Jablonski v. Poland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:25119/09|57715/09|57877/09,25119/09|57715/09|57877/09,"James, Wells and Lee v. the United Kingdom",22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:15479/02,15479/02,Jarzyński v. Poland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:34578/97,34578/97,Ječius v. Lithuania,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:32357/09,32357/09,Juncal v. the United Kingdom (dec.),22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:41015/04,41015/04,Kaboulov v. Ukraine,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:55263/00,55263/00,Kadem v. Malta,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:43977/13,43977/13,Kadusic v. Switzerland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:9644/09,9644/09,Kafkaris v. Cyprus (no. 2) (dec.),22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:47095/99,47095/99,Kalashnikov v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:17792/07,17792/07,Kallweit v. Germany,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:17977/91,17977/91,Kampanis v. Greece,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:15297/09,15297/09,Kanagaratnam v. Belgium,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:68294/01,68294/01,Kandzhov v. Bulgaria,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:33655/06,33655/06,Kane v. Cyprus (dec.),22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:25285/15,25285/15,Karaca v. Türkiye,22935893a6e6,Article 5,2,20240409165434,20251128111224,1
apps:23229/11,23229/11,Karachentsev v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:53659/07,53659/07,Kasparov v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:28749/18,28749/18,Kavala v. Turkey,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:35205/09,35205/09,Kerem Çiftçi v. Turkey,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:40451/98,40451/98,Kerr v. the United Kingdom (dec.),22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:60367/08|961/11,60367/08|961/11,Khamtokhu and Aksenchik v. Russia [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:37345/03,37345/03,Kharin v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:16483/12,16483/12,Khlaifia and Others v. Italy [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:5829/04,5829/04,Khodorkovskiy v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:6847/02,6847/02,Khudoyorov v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:44260/13,44260/13,Kim v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:53157/11,53157/11,Klinkenbuß v. Germany,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:koendjbiharie v the netherlands::1990,,Koendjbiharie v. the Netherlands,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:76392/12,76392/12,Kolakovic v. Malta,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:kolompar v belgium::1992,,Kolompar v. Belgium,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:20611/17,20611/17,Komissarov v. the Czech Republic,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:33670/96,33670/96,"Koniarska v. the United Kingdom (dec.), no.33670/96",22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:39884/05,39884/05,Korneykova v. Ukraine,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:60593/10,60593/10,Kortesis v. Greece,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:50903/06,50903/06,Kováčik v. Slovakia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:39298/04|8723/05,39298/04|8723/05,Krejčíř v. the Czech Republic,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:26587/07,26587/07,Krupko and Others v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:62903/15,62903/15,Kurt v. Austria [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:kurt v turkey::1998,,Kurt v. Turkey,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:7997/08,7997/08,Kuttner v. Austria,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:48666/99,48666/99,Kučera v. Slovakia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:22831/08,22831/08,L.B. v. Belgium,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:26772/95,26772/95,Labita v. Italy [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:11036/03,11036/03,Ladent v. Poland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:43626/98,43626/98,Laumont v. France,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:58442/00,58442/00,Lavents v. Latvia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:lawless v ireland no 3::1961,,Lawless v. Ireland (no. 3),22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:20183/21,20183/21,Lazăr v. Romania,22935893a6e6,Article 5,1,20251128111224,20251128111224,1
apps:4493/04,4493/04,Lebedev v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:11287/03,11287/03,Lelièvre v. Belgium,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:letellier v france::1991,,Letellier v. France,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:29798/96,29798/96,Lloyd and Others v. the United Kingdom,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:16159/03,16159/03,Lobanov v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:luberti v italy::1984,,Luberti v. Italy,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:19359/04,19359/04,M. v. Germany,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:41872/10,41872/10,M.A. v. Cyprus,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:38239/22,38239/22,M.B. v. Spain,22935893a6e6,Article 5,1,20251128111224,20251128111224,1
apps:71008/16,71008/16,M.B. v. the Netherlands,22935893a6e6,Article 5,1,20251128111224,20251128111224,1
apps:11577/06,11577/06,M.H. v. the United Kingdom,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:75450/12,75450/12,M.S. v. Croatia (no. 2),22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:26289/12,26289/12,Magee and Others v. the United Kingdom,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:10290/13,10290/13,Mahamed Jama v. Malta,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:74762/01,74762/01,Mahdid and Haddar v. Austria (dec.),22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:7064/05,7064/05,Mamedova v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:44955/98,44955/98,Mancini v. Italy,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:12050/04,12050/04,Mangouras v. Spain [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:30814/22,30814/22,Martinez Fernandez v. Hungary,22935893a6e6,Article 5,1,20251128111224,20251128111224,1
apps:63154/00,63154/00,Marturana v. Italy,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:19124/21|20085/21,19124/21|20085/21,Matthews and Johnson v. Romania,22935893a6e6,Article 5,1,20251128111224,20251128111224,1
name:matznetter v austria::1969,,Matznetter v. Austria,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:543/03,543/03,McKay v. the United Kingdom [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:8022/77|8025/77|8027/77,8022/77|8025/77|8027/77,"McVeigh and Others v. the United Kingdom, nos.8022/77, 8025/77, 8027/77",22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:25385/04,25385/04,Medova v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:3394/03,3394/03,Medvedyev and Others v. France [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:13237/17,13237/17,Mehmet Hasan Altan v. Turkey,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:61697/00,61697/00,Meloni v. Switzerland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:72508/13,72508/13,Merabishvili v. Georgia [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:30157/03,30157/03,Michalák v. Slovakia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:37762/12|23530/13,37762/12|23530/13,Milanković and Bošnjak v. Croatia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:38223/97,38223/97,Minjat v. Switzerland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:20420/02,20420/02,Mogoş and Others v. Romania (dec.),22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:53660/15,53660/15,Moldoveanu v. the Republic of Moldova,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:12275/10,12275/10,Molotchko v. Ukraine,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:monnell and morris v the united kingdom::1987,,Monnell and Morris v. the United Kingdom,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:11364/03,11364/03,Mooren v. Germany [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:48865/99,48865/99,Morsink v. the Netherlands,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:9347/14,9347/14,Moustahi v. France,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:13178/03,13178/03,Mubilanzila Mayeka and Kaniki Mitunga v. Belgium,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:2913/06,2913/06,Munjaz v. the United Kingdom,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:murray v the united kingdom gc::1994,,Murray v. the United Kingdom [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:24557/94,24557/94,Musiał v. Poland [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:23707/15,23707/15,Muzamba Oyaw v. Belgium (dec.),22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:42440/06,42440/06,Muşuc v. Moldova,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:59152/08,59152/08,N. v. Romania,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:24952/94,24952/94,N.C. v. Italy [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:10593/08,10593/08,Nada v. Switzerland [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:20817/04,20817/04,Nart v. Turkey,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:656/06,656/06,Nasrulloyev v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:navarra v france::1993,,Navarra v. France,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:42310/04,42310/04,Nechiporuk and Yonkalo v. Ukraine,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:neumeister v austria::1968,,Neumeister v. Austria,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:27915/95,27915/95,Niedbała v. Poland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:nielsen v denmark::1988,,Nielsen v. Denmark,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:38884/97,38884/97,Nikolov v. Bulgaria,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:40896/98,40896/98,Nikolova v. Bulgaria (no. 2),22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:31195/96,31195/96,Nikolova v. Bulgaria [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:63106/12,63106/12,Norik Poghosyan v. Armenia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:47244/99,47244/99,Novotka v. Slovakia (dec.),22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:60846/10,60846/10,Nowak v. Ukraine,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:30218/96,30218/96,Nowicka v. Poland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:74785/01,74785/01,Năstase-Silivestru v. Romania,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:37555/97,37555/97,O'Hara v. the United Kingdom,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:4646/08,4646/08,O.H. v. Germany,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:18603/12,18603/12,O.M. and D.S. v. Ukraine,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:39686/02,39686/02,Oral and Atabay v. Turkey,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:51249/11,51249/11,Oravec v. Croatia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:67604/10,67604/10,Osmanović v. Croatia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:15598/08,15598/08,Ostendorf v. Germany,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:4634/04,4634/04,Osypenko v. Ukraine,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:1346/12,1346/12,Ovsjannikov v. Estonia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:57375/08,57375/08,P. and S. v. Poland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:45597/09,45597/09,Paci v. Belgium,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:45100/98,45100/98,Panchenko v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:34151/04,34151/04,Pankiewicz v. Poland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:33343/96,33343/96,Pantea v. Romania,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:4065/04,4065/04,Paradis v. Germany (dec.),22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:7446/21,7446/21,Perstner v. Luxembourg,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:50027/08|50781/09,50027/08|50781/09,Petkov and Profirov v. Bulgaria,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:6281/13,6281/13,Petschulies v. Germany,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:28796/07,28796/07,Petukhova v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:39742/05,39742/05,Piotr Baranowski v. Poland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:30028/06,30028/06,Piotr Osuch v. Poland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:21055/11,21055/11,Pirozzi v. Belgium,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:33376/07,33376/07,Piruzyan v. Armenia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:41242/08,41242/08,Plesó v. Hungary,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:66357/14,66357/14,Podeschi v. San Marino,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:36391/16,36391/16,Porchet v. Switzerland (dec.),22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:43376/06,43376/06,Prencipe v. Monaco,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:quinn v france::1995,,Quinn v. France,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:44568/98,44568/98,R.L. and M.-J.D. v. France,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:r m d v switzerland::1997,,R.M.D. v. Switzerland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:36037/17,36037/17,R.R. and Others v. Hungary,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:20084/07,20084/07,Radu v. Germany,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:15064/12,15064/12,Ragıp Zarakolu v. Turkey,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:8687/08,8687/08,Rahimi v. Greece,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:58973/00,58973/00,Rakevich v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:25965/04,25965/04,Rantsev v. Cyprus and Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:24086/03,24086/03,Raudevs v. Latvia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:29462/95,29462/95,Rehbock v. Slovenia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:67175/01,67175/01,Reinprecht v. Austria,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:29787/03|29810/03,29787/03|29810/03,Riad and Idiab v. Belgium,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:37680/97,37680/97,Riera Blume and Others v. Spain,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:18052/11,18052/11,Rooman v. Belgium [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:38898/04,38898/04,Rozhkov v. Russia (no. 2),22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:33707/14|3762/15,33707/14|3762/15,Rubtsov and Balayan v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:8300/06,8300/06,Ruiz Rivera v. Switzerland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:5425/11,5425/11,Ruslan Yakovenko v. Ukraine,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:35553/12,35553/12,"S., V. and A. v. Denmark [GC]",22935893a6e6,Article 5,3,20230923032746,20251128111224,2
apps:39360/98,39360/98,S.B.C. v. the United Kingdom,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:12572/08,12572/08,S.P. v. Belgium (dec.),22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:13837/07,13837/07,S.R. v. the Netherlands (dec.),22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:277/05,277/05,S.T.S. v. the Netherlands,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:13229/03,13229/03,Saadi v. the United Kingdom,22935893a6e6,Article 5,3,20230923032746,20251128111224,2
apps:23199/17,23199/17,Sabuncu and Others v. Turkey,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:61441/00,61441/00,Sadegül Özdemir v. Turkey,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:66256/11,66256/11,Sahakyan v. Armenia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:sak k and others v turkey::1997,,Sakık and Others v. Turkey,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:40900/05,40900/05,Salayev v. Azerbaijan,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:sanchez-reisse v switzerland::1986,,Sanchez-Reisse v. Switzerland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:14569/05,14569/05,Sarigiannis v. Italy,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:schiesser v switzerland::1979,,Schiesser v. Switzerland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:8080/08,8080/08,Schwabe and M.G. v. Germany,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
name:scott v spain::1996,,Scott v. Spain,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:14305/17,14305/17,Selahattin Demirtaş v. Turkey (no. 2) [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:13609/20,13609/20,Selahattin Demirtaş v. Türkiye (no. 4)*,22935893a6e6,Article 5,1,20251128111224,20251128111224,1
apps:21768/02,21768/02,Selçuk v. Turkey,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:29044/06,29044/06,Shabani v. Switzerland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:36378/02,36378/02,Shamayev and Others v. Georgia and Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:45355/99|45357/99,45355/99|45357/99,Shamsa v. Poland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:41970/11,41970/11,Shcherbina v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:5201/11,5201/11,Sher and Others v. the United Kingdom,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:56751/16|33762/17,56751/16|33762/17,Shiksaitov v. Slovakia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:30194/09,30194/09,Shimovolos v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:15367/14,15367/14,Shmorgunov and Others v. Ukraine,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:44009/05,44009/05,Shtukaturov v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:29912/05,29912/05,Shulgin v. Ukraine,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:13375/18,13375/18,Siedlecka v. Poland*,22935893a6e6,Article 5,1,20251128111224,20251128111224,1
apps:71407/10,71407/10,Simons v. Belgium (dec.),22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:44165/98,44165/98,Skrobol v. Poland,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:48321/99,48321/99,Slivenko v. Latvia [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:46133/99|48183/99,46133/99|48183/99,Smirnova v. Russia,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:2440/07,2440/07,Soldatenko v. Ukraine,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:27561/02,27561/02,Solmaz v. Turkey,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:21180/15,21180/15,Spivak v. Ukraine,22935893a6e6,Article 5,1,20251128111224,20251128111224,1
apps:13968/22,13968/22,Spišák v. the Czech Republic,22935893a6e6,Article 5,1,20251128111224,20251128111224,1
apps:36760/06,36760/06,Stanev v. Bulgaria [GC],22935893a6e6,Article 5,3,20230923032746,20251128111224,1
apps:16282/20,16282/20,Staykov v. Bulgaria,22935893a6e6,Article 5,3,20230923032746,20251128111224,1
